WP_008169344.1	iSDY_1059.SDY_1913	60.2	244	97	0	1	244	1	244	4.4e-80	295.0
WP_008169344.1	iYS854.USA300HOU_RS04515	59.3	248	97	3	2	249	5	248	9.7e-80	293.9
WP_008169346.1	iML1515.b1683	63.7	479	158	4	16	482	21	495	1.1e-180	630.2
WP_008169346.1	iSSON_1240.SSON_1473	63.7	479	158	4	16	482	34	508	1.1e-180	630.2
WP_008169346.1	iSF_1195.SF1713	63.5	479	159	4	16	482	21	495	9.1e-180	627.1
WP_008169352.1	iJN1463.PP_4175	62.2	402	152	0	1	402	1	402	7.2e-146	514.2
WP_008169352.1	iML1515.b2323	61.2	405	154	3	1	403	1	404	1.0e-136	483.8
WP_008169352.1	iSbBS512_1146.SbBS512_E2701	61.0	405	155	3	1	403	1	404	3.0e-136	482.3
WP_008169352.1	iSSON_1240.SSON_2381	61.0	405	155	3	1	403	1	404	3.0e-136	482.3
WP_008169352.1	iYL1228.KPN_02713	60.9	404	155	3	1	402	1	403	5.2e-136	481.5
WP_008169352.1	iSF_1195.SF2399	61.2	405	154	3	1	403	1	404	5.2e-136	481.5
WP_008169352.1	iSDY_1059.SDY_2522	60.7	405	156	3	1	403	1	404	6.7e-136	481.1
WP_008169352.1	iPC815.YPO2757	59.8	405	159	3	1	402	1	404	1.5e-135	479.9
WP_008169352.1	STM_v1_0.STM2378	60.2	405	158	3	1	403	1	404	6.3e-134	474.6
WP_008169354.1	iJN1463.PP_4174	70.9	165	47	1	6	169	7	171	1.8e-66	249.2
WP_008169354.1	iPC815.YPO1430	65.3	167	57	1	4	169	6	172	5.6e-60	227.6
WP_008169354.1	iML1515.b0954	64.1	167	59	1	4	169	6	172	2.8e-59	225.3
WP_008169354.1	iSbBS512_1146.SbBS512_E2362	64.1	167	59	1	4	169	6	172	2.8e-59	225.3
WP_008169354.1	iSDY_1059.SDY_0927	64.1	167	59	1	4	169	6	172	2.8e-59	225.3
WP_008169354.1	iSF_1195.SF0954	64.1	167	59	1	4	169	6	172	2.8e-59	225.3
WP_008169354.1	iSSON_1240.SSON_0958	64.1	167	59	1	4	169	6	172	2.8e-59	225.3
WP_008169529.1	iCN900.CD630_07510	28.7	209	140	2	17	217	16	223	3.9e-21	99.0
WP_008169529.1	iYO844.BSU27450	28.4	201	144	0	15	215	12	212	2.5e-20	96.3
WP_008169533.1	iCN900.CD630_07510	35.0	206	127	1	18	216	16	221	4.8e-27	118.6
WP_008169533.1	iSbBS512_1146.SbBS512_E2538	34.9	215	138	2	4	216	2	216	2.0e-25	113.2
WP_008169533.1	iML1515.b0810	34.4	215	139	2	4	216	2	216	2.6e-25	112.8
WP_008169533.1	iSDY_1059.SDY_0786	34.4	215	139	2	4	216	2	216	2.6e-25	112.8
WP_008169533.1	iSF_1195.SF0761	34.4	215	139	2	4	216	2	216	2.6e-25	112.8
WP_008169533.1	iSSON_1240.SSON_0790	34.4	215	139	2	4	216	2	216	2.6e-25	112.8
WP_008169533.1	iPC815.YPO2513	32.7	214	143	1	4	216	2	215	1.0e-24	110.9
WP_008169533.1	STM_v1_0.STM0829	34.4	215	139	2	4	216	2	216	1.7e-24	110.2
WP_008169533.1	iYL1228.KPN_00839	33.5	215	141	2	4	216	2	216	2.9e-24	109.4
WP_008169533.1	iYS854.USA300HOU_RS09930	32.0	200	135	1	18	216	282	481	1.1e-23	107.5
WP_008169535.1	iJN1463.PP_0227	26.6	252	171	5	13	259	19	261	7.0e-20	95.1
WP_008169535.1	iML1515.b1920	27.5	265	163	6	8	259	15	263	1.6e-19	94.0
WP_008169535.1	iYL1228.KPN_00893	28.8	229	147	5	34	256	23	241	1.3e-18	90.9
WP_008169589.1	iML1515.b1010	28.9	121	86	0	4	124	3	123	4.0e-10	61.6
WP_008169589.1	iSDY_1059.SDY_0985	28.9	121	86	0	4	124	3	123	4.0e-10	61.6
WP_008169589.1	iSF_1195.SF1013	28.9	121	86	0	4	124	3	123	6.9e-10	60.8
WP_008169641.1	iAF987.Gmet_1919	34.2	120	75	1	1	116	2	121	1.2e-14	78.6
WP_008169641.1	iAF987.Gmet_1914	37.0	108	64	1	1	104	1	108	1.7e-13	74.7
WP_008169652.1	iJN1463.PP_4699	60.5	263	103	1	3	264	4	266	4.6e-85	311.6
WP_008169652.1	iML1515.b0134	55.6	259	115	0	4	262	5	263	3.7e-82	302.0
WP_008169652.1	iSF_1195.SF0131	55.6	259	115	0	4	262	5	263	1.4e-81	300.1
WP_008169652.1	iPC815.YPO3401	57.9	261	109	1	4	263	6	266	1.4e-81	300.1
WP_008169652.1	iSDY_1059.SDY_0154	56.0	259	114	0	4	262	5	263	1.8e-81	299.7
WP_008169652.1	iSbBS512_1146.SbBS512_E0127	55.6	259	115	0	4	262	5	263	4.1e-81	298.5
WP_008169652.1	iSSON_1240.SSON_0142	55.6	259	115	0	4	262	5	263	5.3e-81	298.1
WP_008169652.1	STM_v1_0.STM0182	54.1	259	118	1	4	262	5	262	5.0e-79	291.6
WP_008169652.1	iYL1228.KPN_00141	55.2	259	115	1	4	262	5	262	1.1e-78	290.4
WP_008169659.1	iJN1463.PP_0393	47.0	166	86	1	7	172	6	169	3.7e-38	155.2
WP_008169890.1	iAF692.Mbar_A0386	25.4	351	208	13	40	371	120	435	1.4e-06	51.6
WP_008169901.1	iJN1463.PP_5215	74.3	109	27	1	1	108	1	109	4.0e-43	171.0
WP_008169901.1	iML1515.b3781	70.4	108	32	0	1	108	1	108	2.9e-41	164.9
WP_008169901.1	STM_v1_0.STM3915	70.4	108	32	0	1	108	1	108	2.9e-41	164.9
WP_008169901.1	iSbBS512_1146.SbBS512_E4140	70.4	108	32	0	1	108	1	108	2.9e-41	164.9
WP_008169901.1	iSDY_1059.SDY_3968	70.4	108	32	0	1	108	19	126	2.9e-41	164.9
WP_008169901.1	iSF_1195.SF3854	70.4	108	32	0	1	108	19	126	2.9e-41	164.9
WP_008169901.1	iSSON_1240.SSON_3952	70.4	108	32	0	1	108	19	126	2.9e-41	164.9
WP_008169901.1	iYL1228.KPN_04282	69.4	108	33	0	1	108	1	108	3.2e-40	161.4
WP_008169901.1	iPC815.YPO3868	65.7	108	37	0	1	108	1	108	3.5e-39	157.9
WP_008169902.1	iJN1463.PP_5216	52.3	495	235	1	11	505	6	499	3.9e-141	498.8
WP_008169914.1	iAF987.Gmet_2161	36.0	236	136	7	4	232	363	590	3.2e-29	125.9
WP_008170060.1	iML1515.b4173	64.3	414	148	0	1	414	1	414	5.7e-149	524.6
WP_008170083.1	iJN1463.PP_0362	72.3	346	95	1	2	347	5	349	2.1e-141	499.2
WP_008170083.1	iSbBS512_1146.SbBS512_E2577	66.9	329	109	0	7	335	4	332	4.5e-128	454.9
WP_008170083.1	iML1515.b0775	66.6	329	110	0	7	335	4	332	1.0e-127	453.8
WP_008170083.1	iSSON_1240.SSON_0754	66.6	329	110	0	7	335	4	332	1.0e-127	453.8
WP_008170083.1	STM_v1_0.STM0794	68.6	315	99	0	10	324	7	321	2.2e-127	452.6
WP_008170083.1	iSF_1195.SF0724	66.3	329	111	0	7	335	4	332	2.2e-127	452.6
WP_008170083.1	iSDY_1059.SDY_0831	66.3	329	111	0	7	335	4	332	2.9e-127	452.2
WP_008170134.1	STM_v1_0.STM0659	22.8	346	219	10	13	326	8	337	2.3e-07	53.9
WP_008170134.1	iSbBS512_1146.SbBS512_E0599	27.0	211	127	6	13	200	8	214	8.7e-07	52.0
WP_008170134.1	iML1515.b0650	27.8	180	108	5	13	174	8	183	1.1e-06	51.6
WP_008170134.1	iSSON_1240.SSON_0604	27.8	180	108	5	13	174	8	183	1.1e-06	51.6
WP_008170151.1	iYS854.USA300HOU_RS05395	37.8	82	51	0	1	82	1	82	1.9e-11	65.5
WP_008170151.1	iYO844.BSU13900	39.2	79	48	0	1	79	1	79	4.8e-10	60.8
WP_008170151.1	iNF517.LLMG_RS00670	38.0	79	49	0	1	79	1	79	1.1e-09	59.7
WP_008170172.1	iJN1463.PP_0959	72.3	260	72	0	1	260	7	266	1.7e-100	362.8
WP_008170174.1	iJN1463.PP_0960	51.7	145	70	0	1	145	1	145	7.2e-35	144.1
WP_008170364.1	iYL1228.KPN_00194	52.5	255	121	0	9	263	8	262	4.2e-46	182.2
WP_008170364.1	STM_v1_0.STM0228	56.9	216	93	0	48	263	47	262	6.1e-45	178.3
WP_008170364.1	iJN1463.PP_1603	49.0	257	131	0	7	263	2	258	1.0e-44	177.6
WP_008170364.1	iSbBS512_1146.SbBS512_E0174	56.1	205	90	0	59	263	58	262	1.8e-41	166.8
WP_008170364.1	iML1515.b0181	55.9	204	90	0	60	263	59	262	7.0e-41	164.9
WP_008170364.1	iSDY_1059.SDY_0197	55.9	204	90	0	60	263	59	262	7.0e-41	164.9
WP_008170364.1	iSF_1195.SF0171	55.9	204	90	0	60	263	59	262	7.0e-41	164.9
WP_008170364.1	iSSON_1240.SSON_0193	55.9	204	90	0	60	263	59	262	7.0e-41	164.9
WP_008170365.1	iJN1463.PP_1602	64.4	146	51	1	1	145	18	163	2.0e-50	195.7
WP_008170379.1	iJN1463.PP_1593	81.5	238	44	0	5	242	6	243	1.8e-107	386.0
WP_008170385.1	iSynCJ816.SGL_RS14865	56.3	247	107	1	3	249	5	250	3.0e-81	298.9
WP_008170392.1	iJN1463.PP_1530	70.6	340	99	1	3	342	6	344	3.1e-134	475.3
WP_008170512.1	iJN1463.PP_2012	65.0	294	103	0	1	294	20	313	6.0e-118	421.0
WP_008170525.1	iAF987.Gmet_1914	33.1	130	83	1	8	137	4	129	3.7e-13	72.4
WP_008170541.1	iJN1463.PP_1625	80.4	107	21	0	1	107	1	107	1.5e-50	195.7
WP_008170564.1	iYO844.BSU01580	58.0	474	194	2	4	477	6	474	1.2e-142	503.8
WP_008170590.1	iSynCJ816.SGL_RS06590	43.6	236	131	1	36	271	36	269	2.2e-53	206.5
WP_008170605.1	iJN1463.PP_4064	74.9	382	95	1	5	386	3	383	1.1e-170	596.7
WP_008170605.1	iAF987.Gmet_3289	73.8	382	99	1	5	386	4	384	7.1e-167	583.9
WP_008170605.1	iCN718.ABAYE_RS11570	68.8	381	117	1	8	386	6	386	6.9e-154	540.8
WP_008170689.1	iJN1463.PP_4678	85.2	338	50	0	1	338	1	338	5.4e-171	597.4
WP_008170689.1	iCN718.ABAYE_RS16130	81.4	338	63	0	1	338	1	338	1.2e-162	569.7
WP_008170692.1	iJN1463.PP_4679	82.8	163	28	0	1	163	1	163	4.9e-69	257.7
WP_008170692.1	iCN718.ABAYE_RS16135	76.7	163	38	0	1	163	1	163	4.0e-63	238.0
WP_008170762.1	iJN1463.PP_0517	71.9	153	43	0	4	156	3	155	2.2e-58	222.2
WP_008170762.1	iCN718.ABAYE_RS01015	63.0	154	56	1	4	156	3	156	1.8e-52	202.6
WP_008170781.1	iJN1463.PP_5075	77.1	472	108	0	1	472	1	472	1.7e-226	782.3
WP_008170781.1	iCN718.ABAYE_RS02030	75.9	473	113	1	1	472	1	473	5.0e-223	770.8
WP_008170790.1	iJN1463.PP_5079	60.2	171	68	0	5	175	2	172	1.1e-51	200.3
WP_008170823.1	iML1515.b2904	54.1	122	56	0	1	122	1	122	3.6e-38	154.8
WP_008170823.1	iSbBS512_1146.SbBS512_E3325	54.1	122	56	0	1	122	1	122	3.6e-38	154.8
WP_008170823.1	iSF_1195.SF2890	54.1	122	56	0	1	122	1	122	3.6e-38	154.8
WP_008170823.1	iSSON_1240.SSON_3057	54.1	122	56	0	1	122	1	122	3.6e-38	154.8
WP_008170823.1	STM_v1_0.STM3054	54.1	122	56	0	1	122	1	122	6.1e-38	154.1
WP_008170823.1	iSDY_1059.SDY_3177	54.1	122	56	0	1	122	1	122	7.9e-38	153.7
WP_008170823.1	iYL1228.KPN_03340	52.5	122	58	0	1	122	1	122	1.1e-36	149.8
WP_008170823.1	iPC815.YPO0906	50.8	122	60	0	1	122	1	122	8.2e-35	143.7
WP_008170849.1	iAF987.Gmet_2344	33.2	256	138	9	10	252	8	243	8.0e-21	98.2
WP_008170880.1	iCN718.ABAYE_RS03435	57.8	308	129	1	1	307	1	308	1.9e-106	382.9
WP_008170938.1	iJN1463.PP_0558	74.1	440	114	0	2	441	5	444	1.2e-191	666.4
WP_008170938.1	STM_v1_0.STM3380	68.1	442	141	0	1	442	1	442	2.0e-181	632.5
WP_008170938.1	iML1515.b3256	67.9	442	142	0	1	442	1	442	3.4e-181	631.7
WP_008170938.1	iSbBS512_1146.SbBS512_E3288	67.9	442	142	0	1	442	1	442	3.4e-181	631.7
WP_008170938.1	iSDY_1059.SDY_3433	67.9	442	142	0	1	442	1	442	3.4e-181	631.7
WP_008170938.1	iSSON_1240.SSON_3397	67.9	442	142	0	1	442	1	442	3.4e-181	631.7
WP_008170938.1	iYL1228.KPN_03665	67.9	442	142	0	1	442	1	442	5.8e-181	630.9
WP_008170938.1	iPC815.YPO3658	67.2	442	145	0	1	442	1	442	2.2e-180	629.0
WP_008170938.1	iSF_1195.SF3294	67.6	442	143	0	1	442	1	442	3.8e-180	628.2
WP_008170940.1	iYL1228.KPN_03664	73.4	154	41	0	1	154	1	154	1.0e-39	160.2
WP_008170940.1	iML1515.b3255	58.7	155	63	1	1	154	1	155	2.9e-39	158.7
WP_008170940.1	iSbBS512_1146.SbBS512_E3287	58.7	155	63	1	1	154	1	155	2.9e-39	158.7
WP_008170940.1	iSF_1195.SF3293	58.7	155	63	1	1	154	1	155	2.9e-39	158.7
WP_008170940.1	iSSON_1240.SSON_3396	58.7	155	63	1	1	154	1	155	2.9e-39	158.7
WP_008170940.1	iSDY_1059.SDY_3432	58.7	155	63	1	1	154	1	155	5.0e-39	157.9
WP_008170940.1	iPC815.YPO3659	63.2	155	54	2	1	154	1	153	8.6e-39	157.1
WP_008170940.1	STM_v1_0.STM3379	58.1	155	64	1	1	154	1	155	1.1e-38	156.8
WP_008170954.1	iJN1463.PP_5203	51.6	192	92	1	17	207	7	198	7.3e-49	191.0
WP_008170988.1	iJN1463.PP_5014	71.4	126	36	0	12	137	3	128	2.7e-52	201.8
WP_008171002.1	iML1515.b0367	38.5	200	121	2	68	266	73	271	5.3e-28	122.1
WP_008171002.1	iJN1463.PP_0231	38.0	200	122	2	68	266	77	275	1.2e-27	120.9
WP_008171069.1	iAF987.Gmet_0268	49.7	145	72	1	31	175	8	151	2.8e-35	146.0
WP_008171069.1	iYS854.USA300HOU_RS07280	40.6	155	91	1	30	184	3	156	4.4e-33	138.7
WP_008171069.1	iYS854.USA300HOU_RS06930	46.9	145	76	1	36	180	9	152	7.5e-33	137.9
WP_008171069.1	iAF987.Gmet_0222	44.2	156	82	2	25	180	151	301	2.9e-32	136.0
WP_008171070.1	iSF_1195.SF1445	57.1	126	54	0	14	139	3	128	2.6e-42	168.7
WP_008171070.1	STM_v1_0.STM1291	57.9	126	53	0	14	139	13	138	3.4e-42	168.3
WP_008171070.1	iML1515.b1778	57.1	126	54	0	14	139	3	128	4.4e-42	167.9
WP_008171070.1	iSSON_1240.SSON_1385	57.1	126	54	0	14	139	3	128	4.4e-42	167.9
WP_008171070.1	iSDY_1059.SDY_1489	56.3	126	55	0	14	139	3	128	1.3e-41	166.4
WP_008171070.1	iYL1228.KPN_01198	57.1	126	54	0	14	139	3	128	2.9e-41	165.2
WP_008171070.1	iPC815.YPO2158	57.0	128	52	1	13	140	5	129	3.2e-40	161.8
WP_008171076.1	iAF987.Gmet_0363	39.0	218	127	3	26	241	12	225	1.2e-29	127.5
WP_008171094.1	iML1515.b1093	32.8	189	103	5	4	177	9	188	1.7e-16	83.6
WP_008171094.1	iSbBS512_1146.SbBS512_E2231	32.8	189	103	5	4	177	9	188	1.7e-16	83.6
WP_008171094.1	iSF_1195.SF1097	32.8	189	103	5	4	177	9	188	1.7e-16	83.6
WP_008171094.1	iSSON_1240.SSON_1113	32.8	189	103	5	4	177	9	188	1.7e-16	83.6
WP_008171094.1	iYL1228.KPN_01091	32.3	189	104	5	4	177	9	188	6.4e-16	81.6
WP_008171094.1	STM_v1_0.STM1195	32.3	189	104	5	4	177	9	188	6.4e-16	81.6
WP_008171094.1	iPC815.YPO1599	33.9	189	101	6	4	177	9	188	6.4e-16	81.6
WP_008171094.1	iSDY_1059.SDY_2057	32.3	189	104	5	4	177	9	188	2.4e-15	79.7
WP_008171203.1	iCN718.ABAYE_RS08180	56.5	409	169	3	1	401	1	408	1.2e-129	460.3
WP_008171375.1	iJN1463.PP_0914	45.1	672	365	3	6	675	14	683	2.1e-169	593.2
WP_008171382.1	iJN1463.PP_5336	69.6	161	49	0	1	161	1	161	2.3e-58	222.2
WP_008171382.1	iCN718.ABAYE_RS19210	69.2	159	49	0	2	160	9	167	3.3e-57	218.4
WP_008171382.1	iYO844.BSU06420	66.0	159	54	0	1	159	1	159	1.6e-56	216.1
WP_008171403.1	iAF987.Gmet_1914	32.4	102	68	1	2	103	3	103	2.5e-08	56.6
WP_008171403.1	iAF987.Gmet_2999	29.5	112	78	1	3	113	10	121	7.2e-08	55.1
WP_008171403.1	iAF987.Gmet_1706	27.5	138	97	2	1	137	1	136	2.1e-07	53.5
WP_008171440.1	iAM_Pb448.PBANKA_133540	30.2	262	132	8	78	289	1153	1413	3.8e-22	102.8
WP_008171440.1	iAM_Pc455.PCYB_124280	30.1	259	133	9	78	289	1126	1383	3.2e-21	99.8
WP_008171450.1	iMM904.YKR009C	31.9	238	143	7	12	240	8	235	7.6e-21	98.2
WP_008171454.1	iJN1463.PP_1765	72.6	226	60	1	5	230	3	226	3.4e-95	345.1
WP_008171454.1	iCN718.ABAYE_RS19010	68.2	233	70	3	1	231	1	231	8.4e-94	340.5
WP_008171454.1	iML1515.b2232	63.1	233	83	2	3	234	9	239	1.1e-85	313.5
WP_008171454.1	iSDY_1059.SDY_2424	63.1	233	83	2	3	234	9	239	1.1e-85	313.5
WP_008171454.1	iSbBS512_1146.SbBS512_E2607	63.1	233	83	2	3	234	9	239	1.9e-85	312.8
WP_008171454.1	iSF_1195.SF2312	63.1	233	83	2	3	234	9	239	1.9e-85	312.8
WP_008171454.1	iSSON_1240.SSON_2290	63.1	233	83	2	3	234	9	239	1.9e-85	312.8
WP_008171471.1	iCN718.ABAYE_RS13345	29.1	151	94	6	2	148	90	231	1.3e-09	60.5
WP_008171478.1	iJN1463.PP_3285	27.7	173	124	1	3	175	4	175	4.1e-13	72.0
WP_008171529.1	iJN1463.PP_4716	63.0	440	161	2	4	442	3	441	6.9e-158	554.3
WP_008171529.1	iSSON_1240.SSON_3324	58.8	444	181	2	1	443	1	443	1.1e-152	537.0
WP_008171529.1	iML1515.b3176	58.6	444	182	2	1	443	1	443	2.6e-152	535.8
WP_008171529.1	iSbBS512_1146.SbBS512_E3594	58.6	444	182	2	1	443	1	443	2.6e-152	535.8
WP_008171529.1	iSDY_1059.SDY_3357	58.8	444	181	2	1	443	1	443	3.3e-152	535.4
WP_008171529.1	iYL1228.KPN_03586	58.1	444	184	2	1	443	1	443	6.3e-151	531.2
WP_008171529.1	STM_v1_0.STM3294	58.3	444	183	2	1	443	1	443	6.3e-151	531.2
WP_008171529.1	iSF_1195.SF3216	58.1	444	184	2	1	443	1	443	2.4e-150	529.3
WP_008171529.1	iPC815.YPO3500	59.0	432	175	2	1	432	1	430	3.8e-148	521.9
WP_008171541.1	iHN637.CLJU_RS10465	48.0	75	38	1	624	697	562	636	1.4e-11	68.9
WP_008171549.1	iYL1228.KPN_03816	68.7	233	73	0	1	233	5	237	1.7e-86	316.2
WP_008171549.1	STM_v1_0.STM3560	68.2	233	74	0	1	233	5	237	1.1e-85	313.5
WP_008171549.1	iML1515.b3454	67.4	233	76	0	1	233	5	237	4.5e-84	308.1
WP_008171549.1	iSbBS512_1146.SbBS512_E3868	67.4	233	76	0	1	233	9	241	4.5e-84	308.1
WP_008171549.1	iSSON_1240.SSON_3692	67.4	233	76	0	1	233	9	241	4.5e-84	308.1
